task_index,session,scan_idx,unit_id,readout_id,unit_x,unit_y,unit_z,brain_area,field,cc_max,population,pt_root_id,em_root_key,mtype,layer,is_em_linked,is_unique_em_neuron,layer_source
156,6,4,1685,1554,925.11,1015.59,138.86,V1,2,0.609312,all_model_readouts_v1,8.64691135868104e+17,root_864691135868103958,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
157,6,2,4449,4102,987.62,752.27,290.35,V1,4,0.81623,all_model_readouts_v1,8.646911351346863e+17,root_864691135134686368,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
158,7,3,6841,6308,888.91,529.34,420.44,V1,6,0.671014,all_model_readouts_v1,8.646911350139178e+17,root_864691135013917846,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
159,4,7,26,22,606.22,429.55,123.07,V1,1,0.344525,all_model_readouts_v1,,,,unassigned,False,False,
160,9,4,1437,1334,1089.75,163.04,165.08,AL,2,0.771747,all_model_readouts_v1,8.646911359384038e+17,root_864691135938403844,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
161,5,6,5518,5063,1043.15,172.94,305.54,AL,4,0.613662,all_model_readouts_v1,8.646911353491185e+17,root_864691135349118423,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
162,5,6,7291,6677,846.85,271.43,444.35,AL,6,0.490765,all_model_readouts_v1,8.646911358597034e+17,root_864691135859703400,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
163,5,7,8322,7611,924.64,215.7,565.84,AL,8,0.309602,all_model_readouts_v1,8.646911360325339e+17,root_864691136032533947,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
164,6,4,1244,1141,799.63,403.03,135.67,LM,2,0.929301,all_model_readouts_v1,8.646911356613389e+17,root_864691135661338864,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
165,6,7,6144,5583,811.27,435.65,393.37,LM,6,0.436294,all_model_readouts_v1,8.646911359151871e+17,root_864691135915187046,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
166,5,7,6657,6043,829.0,364.3,435.59,LM,6,0.363239,all_model_readouts_v1,8.646911365943464e+17,root_864691136594346402,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
167,9,3,39,36,472.52,158.08,318.01,LM,1,0.606493,all_model_readouts_v1,,,,unassigned,False,False,
168,9,6,4213,3908,1006.41,338.7,223.2,RL,4,0.435476,all_model_readouts_v1,8.64691135470905e+17,root_864691135470904914,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
169,5,7,4310,3932,1070.86,449.18,298.48,RL,4,0.520151,all_model_readouts_v1,8.64691136135503e+17,root_864691136135502987,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
170,6,6,6773,6278,1248.39,215.47,398.03,RL,6,0.449144,all_model_readouts_v1,8.646911356935192e+17,root_864691135693519295,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
171,6,2,6656,6148,1194.72,347.94,423.54,RL,6,,all_model_readouts_v1,,,,unassigned,False,False,
172,7,3,1724,1594,1119.91,603.36,210.06,V1,2,0.310999,all_model_readouts_v1,8.646911355695357e+17,root_864691135569535724,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
173,6,2,5266,4867,867.83,1130.1,294.61,V1,4,0.639603,all_model_readouts_v1,8.646911369904887e+17,root_864691136990488725,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
174,6,2,7195,6643,1160.33,1023.17,427.8,V1,6,0.875464,all_model_readouts_v1,8.646911359529564e+17,root_864691135952956451,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
175,6,7,7848,7151,380.2,422.96,530.8,V1,7,0.492964,all_model_readouts_v1,,,,unassigned,False,False,
176,9,4,7064,6589,1055.98,204.9,187.88,AL,6,0.692755,all_model_readouts_v1,8.646911355912614e+17,root_864691135591261451,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
177,8,5,7385,6979,1093.65,136.63,371.71,AL,6,0.668305,all_model_readouts_v1,8.646911362103425e+17,root_864691136210342588,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
178,6,4,7301,6759,963.29,176.11,408.69,AL,6,0.892642,all_model_readouts_v1,8.646911356842583e+17,root_864691135684258290,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
179,4,7,3657,3210,797.46,214.78,241.89,AL,4,0.73381,all_model_readouts_v1,,,,unassigned,False,False,
180,8,5,1644,1559,813.19,382.36,233.15,LM,2,0.759401,all_model_readouts_v1,8.646911355451492e+17,root_864691135545149224,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
181,6,7,6075,5517,819.57,348.43,392.49,LM,6,0.721224,all_model_readouts_v1,8.646911360237663e+17,root_864691136023766329,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
182,5,7,6642,6030,809.12,326.95,435.36,LM,6,0.564942,all_model_readouts_v1,8.646911365359653e+17,root_864691136535965346,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
183,6,4,6406,5929,164.89,225.82,414.12,LM,5,0.811057,all_model_readouts_v1,,,,unassigned,False,False,
184,7,3,1522,1401,1248.76,276.87,206.55,RL,2,0.563181,all_model_readouts_v1,8.646911360410349e+17,root_864691136041034838,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
185,6,4,3980,3655,970.76,389.46,273.39,RL,4,0.472732,all_model_readouts_v1,8.646911353417423e+17,root_864691135341742277,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
186,5,7,6623,6013,1140.27,241.76,431.26,RL,6,0.613047,all_model_readouts_v1,8.64691135210817e+17,root_864691135210816960,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
187,5,7,2231,2035,1338.44,89.29,153.54,RL,2,,all_model_readouts_v1,,,,unassigned,False,False,
188,4,7,3301,2876,1238.62,1068.41,236.79,V1,4,0.701709,all_model_readouts_v1,8.646911351136178e+17,root_864691135113617817,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
189,7,3,4662,4300,928.47,702.85,347.37,V1,4,0.683428,all_model_readouts_v1,8.646911361372448e+17,root_864691136137244797,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
190,5,7,7116,6463,1158.65,620.52,435.31,V1,6,0.460259,all_model_readouts_v1,8.646911364845064e+17,root_864691136484506412,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
191,5,6,3430,3159,572.42,1040.86,311.38,V1,3,0.700012,all_model_readouts_v1,,,,unassigned,False,False,
192,7,5,4004,3624,1081.57,172.34,232.02,AL,4,0.594832,all_model_readouts_v1,8.646911351186314e+17,root_864691135118631389,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
193,5,6,5198,4779,906.69,148.66,306.68,AL,4,0.786259,all_model_readouts_v1,8.646911355651542e+17,root_864691135565154135,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
194,5,7,6611,6002,1049.2,211.98,431.79,AL,6,0.773466,all_model_readouts_v1,8.646911370536657e+17,root_864691137053665654,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
195,6,4,6467,5973,1022.09,111.48,407.74,AL,6,0.669759,all_model_readouts_v1,,,,unassigned,False,False,
196,9,6,1500,1384,816.83,376.32,202.86,LM,2,0.483541,all_model_readouts_v1,8.646911360057503e+17,root_864691136005750218,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
197,7,5,7609,6874,820.47,334.02,367.25,LM,6,0.677061,all_model_readouts_v1,8.646911360093935e+17,root_864691136009393580,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
198,5,6,9254,8591,793.98,414.84,570.18,LM,8,0.416672,all_model_readouts_v1,8.646911355845039e+17,root_864691135584503928,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
199,5,7,8092,7383,225.42,310.44,569.88,LM,7,0.377782,all_model_readouts_v1,,,,unassigned,False,False,
200,6,7,3341,3028,1253.03,378.99,255.01,RL,4,0.599524,all_model_readouts_v1,8.64691136210437e+17,root_864691136210437052,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
201,7,3,5142,4733,1288.84,309.7,344.65,RL,4,0.589982,all_model_readouts_v1,8.646911360416951e+17,root_864691136041695062,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
202,6,4,7352,6808,996.9,422.77,410.74,RL,6,0.590305,all_model_readouts_v1,8.646911360908454e+17,root_864691136090845495,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
203,6,7,8092,7392,1270.15,329.75,528.89,RL,8,,all_model_readouts_v1,,,,unassigned,False,False,
204,6,7,1534,1368,1082.17,1017.47,122.15,V1,2,0.477051,all_model_readouts_v1,8.646911362886054e+17,root_864691136288605379,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
205,9,3,4830,4472,1068.62,779.52,330.93,V1,4,0.476419,all_model_readouts_v1,8.646911360660658e+17,root_864691136066065816,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
206,5,6,7207,6606,1300.7,1023.09,448.91,V1,6,0.802642,all_model_readouts_v1,8.64691136312204e+17,root_864691136312204093,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
207,6,2,3660,3375,732.81,569.11,291.94,V1,3,0.661489,all_model_readouts_v1,,,,unassigned,False,False,
208,5,6,2044,1877,972.28,189.93,169.07,AL,2,0.480277,all_model_readouts_v1,8.646911356103109e+17,root_864691135610310919,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
209,9,3,5446,5033,1080.68,183.8,326.87,AL,4,0.494007,all_model_readouts_v1,8.646911371987544e+17,root_864691137198754369,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
210,6,7,8051,7352,1060.23,181.65,527.21,AL,8,0.114537,all_model_readouts_v1,8.646911360244019e+17,root_864691136024401977,L5ET,L5,True,False,aibs_metamodel_mtypes_v661_v2
211,5,6,2368,2178,1074.44,152.13,168.07,AL,2,,all_model_readouts_v1,,,,unassigned,False,False,
212,9,6,1472,1357,803.53,348.13,202.81,LM,2,0.291698,all_model_readouts_v1,8.646911349888342e+17,root_864691134988834170,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
213,5,6,5384,4950,797.07,342.71,309.32,LM,4,0.594543,all_model_readouts_v1,8.646911369059662e+17,root_864691136905966190,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
214,5,7,7098,6448,836.88,341.86,435.26,LM,6,0.705285,all_model_readouts_v1,8.646911359954433e+17,root_864691135995443370,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
215,5,7,2725,2467,694.53,228.07,303.91,LM,3,0.29573,all_model_readouts_v1,,,,unassigned,False,False,
216,5,7,1440,1326,1148.53,338.26,157.53,RL,2,0.669589,all_model_readouts_v1,8.646911360660822e+17,root_864691136066082200,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
217,7,3,5033,4637,1301.79,214.84,343.98,RL,4,0.658755,all_model_readouts_v1,8.646911352732483e+17,root_864691135273248273,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
218,7,3,6832,6299,1111.14,468.04,419.39,RL,6,0.616492,all_model_readouts_v1,8.646911359385178e+17,root_864691135938517813,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
219,6,7,8337,7631,1044.6,244.06,527.43,RL,8,0.369323,all_model_readouts_v1,8.646911369910314e+17,root_864691136991031445,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
220,6,7,3828,3478,905.92,980.58,263.29,V1,4,0.801136,all_model_readouts_v1,8.646911358162374e+17,root_864691135816237391,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
221,9,3,2009,1870,1195.31,817.85,321.69,V1,2,0.333117,all_model_readouts_v1,8.646911353749814e+17,root_864691135374981320,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
222,7,3,9019,8357,947.61,956.6,487.94,V1,8,0.786293,all_model_readouts_v1,8.646911357425059e+17,root_864691135742505835,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
223,7,5,5606,5073,323.21,801.32,372.13,V1,5,0.728767,all_model_readouts_v1,,,,unassigned,False,False,
224,8,5,1523,1447,955.19,164.83,233.64,AL,2,0.741846,all_model_readouts_v1,8.646911361367668e+17,root_864691136136766845,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
225,9,3,5444,5031,936.21,267.1,328.02,AL,4,0.263558,all_model_readouts_v1,8.646911357407036e+17,root_864691135740703636,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
226,6,2,7270,6715,1010.98,162.95,422.33,AL,6,0.130071,all_model_readouts_v1,8.646911352930907e+17,root_864691135293090742,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
227,5,7,5016,4550,1050.82,81.87,296.1,AL,4,0.510418,all_model_readouts_v1,,,,unassigned,False,False,
228,6,6,3645,3372,832.63,341.82,265.15,LM,4,0.644678,all_model_readouts_v1,8.646911355718062e+17,root_864691135571806189,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
229,6,6,6325,5867,820.58,421.16,401.18,LM,6,0.678975,all_model_readouts_v1,8.646911355823602e+17,root_864691135582360173,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
230,6,7,8107,7407,812.35,418.2,527.13,LM,8,0.108147,all_model_readouts_v1,8.646911363288886e+17,root_864691136328888554,L5b,L5,True,False,aibs_metamodel_mtypes_v661_v2
231,7,5,2519,2277,585.67,153.8,234.28,LM,3,0.559692,all_model_readouts_v1,,,,unassigned,False,False,
232,7,5,1561,1414,1139.82,325.15,193.15,RL,2,0.720143,all_model_readouts_v1,8.646911358890449e+17,root_864691135889044873,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
233,8,5,7453,7041,1163.89,261.29,371.04,RL,6,0.138701,all_model_readouts_v1,8.646911360889556e+17,root_864691136088955703,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
234,8,5,9779,9190,1150.2,226.95,505.98,RL,8,0.355257,all_model_readouts_v1,8.646911352927446e+17,root_864691135292744630,L5b,L5,True,False,aibs_metamodel_mtypes_v661_v2
235,7,5,8698,7897,1318.79,615.41,503.28,RL,8,0.518721,all_model_readouts_v1,8.64691136903513e+17,root_864691136903513010,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
236,9,6,4772,4447,1062.0,980.93,225.53,V1,4,0.677843,all_model_readouts_v1,8.646911360588416e+17,root_864691136058841560,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
237,6,6,4094,3795,809.07,933.36,269.8,V1,4,0.656705,all_model_readouts_v1,8.646911357816273e+17,root_864691135781627216,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
238,7,3,8972,8315,1137.32,737.61,487.95,V1,8,0.506126,all_model_readouts_v1,8.646911358661249e+17,root_864691135866124926,L5ET,L5,True,False,aibs_metamodel_mtypes_v661_v2
239,6,7,2304,2071,369.15,938.78,261.89,V1,3,0.640654,all_model_readouts_v1,,,,unassigned,False,False,
240,6,7,3211,2905,964.71,232.36,255.71,AL,4,0.626535,all_model_readouts_v1,8.646911369032401e+17,root_864691136903240114,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
241,9,3,1482,1368,921.45,128.1,317.7,AL,2,0.422845,all_model_readouts_v1,8.646911359193921e+17,root_864691135919392176,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
242,5,7,7282,6614,920.68,127.43,432.07,AL,6,0.558505,all_model_readouts_v1,8.646911355028187e+17,root_864691135502818741,L5ET,L5,True,False,aibs_metamodel_mtypes_v661_v2
243,6,2,7463,6893,780.54,167.21,422.31,AL,6,0.742675,all_model_readouts_v1,,,,unassigned,False,False,
244,6,6,4598,4267,822.22,366.67,265.4,LM,4,0.80255,all_model_readouts_v1,8.646911359879885e+17,root_864691135987988483,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
245,5,7,4912,4461,796.18,311.14,299.09,LM,4,0.397282,all_model_readouts_v1,8.646911361941002e+17,root_864691136194100182,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
246,4,7,7733,6888,839.84,331.06,505.84,LM,8,0.534019,all_model_readouts_v1,8.64691136105473e+17,root_864691136105472985,L5b,L5,True,False,aibs_metamodel_mtypes_v661_v2
247,9,6,67,60,624.57,270.17,202.19,LM,1,0.610708,all_model_readouts_v1,,,,unassigned,False,False,
248,9,6,1496,1381,1266.0,318.72,198.07,RL,2,0.512148,all_model_readouts_v1,8.646911360085687e+17,root_864691136008568750,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
249,9,3,7255,6670,1186.61,155.0,338.29,RL,6,0.641979,all_model_readouts_v1,8.6469113533858e+17,root_864691135338579942,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
250,4,7,8007,7139,851.91,371.13,505.92,RL,8,0.704761,all_model_readouts_v1,8.646911349892909e+17,root_864691134989290874,L5b,L5,True,False,aibs_metamodel_mtypes_v661_v2
251,6,6,8052,7483,1261.97,117.95,527.86,RL,8,0.222352,all_model_readouts_v1,8.646911357768762e+17,root_864691135776876205,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
252,7,5,1646,1491,803.7,490.22,194.43,V1,2,0.536219,all_model_readouts_v1,8.646911362382848e+17,root_864691136238284860,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
253,6,7,6594,5988,1101.16,1039.57,399.46,V1,6,0.692265,all_model_readouts_v1,8.64691136011869e+17,root_864691136011869091,L4c,L4,True,True,aibs_metamodel_mtypes_v661_v2
254,4,7,8182,7297,1047.78,999.76,507.19,V1,8,0.733354,all_model_readouts_v1,8.646911349201075e+17,root_864691134920107530,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
255,6,6,4051,3754,725.47,906.0,270.08,V1,4,0.674658,all_model_readouts_v1,,,,unassigned,False,False,
256,4,7,3358,2930,1141.09,64.48,235.37,AL,4,0.567457,all_model_readouts_v1,8.646911352331286e+17,root_864691135233128537,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
257,4,7,6412,5685,1210.3,53.53,367.09,AL,6,0.305908,all_model_readouts_v1,8.646911358380745e+17,root_864691135838074515,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
258,4,7,7677,6832,873.42,110.49,504.81,AL,8,0.660552,all_model_readouts_v1,8.646911357859584e+17,root_864691135785958340,L5ET,L5,True,False,aibs_metamodel_mtypes_v661_v2
259,4,7,8356,7459,770.97,193.36,505.71,AL,8,0.524519,all_model_readouts_v1,,,,unassigned,False,False,
260,6,7,909,804,811.86,420.04,122.0,LM,2,0.377796,all_model_readouts_v1,8.646911353862647e+17,root_864691135386264661,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
261,9,3,5230,4836,814.55,335.68,328.98,LM,4,0.459291,all_model_readouts_v1,8.646911366180047e+17,root_864691136618004699,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
262,7,5,8999,8165,823.09,333.24,502.33,LM,8,0.82771,all_model_readouts_v1,8.646911357625759e+17,root_864691135762575926,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
263,6,2,7556,6973,548.42,75.01,557.7,LM,7,0.570811,all_model_readouts_v1,,,,unassigned,False,False,
264,9,4,1443,1338,1176.05,175.77,164.53,RL,2,0.290422,all_model_readouts_v1,8.646911357264425e+17,root_864691135726442559,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
265,7,3,5183,4771,1291.07,402.14,345.31,RL,4,0.64369,all_model_readouts_v1,8.646911352928941e+17,root_864691135292894134,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
266,4,7,7782,6937,1102.99,511.02,505.02,RL,8,0.666681,all_model_readouts_v1,8.646911354702493e+17,root_864691135470249298,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
267,5,6,8996,8336,1284.89,399.77,571.85,RL,8,0.415802,all_model_readouts_v1,8.646911352924259e+17,root_864691135292425910,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
268,9,3,1771,1643,854.33,549.56,320.46,V1,2,0.51485,all_model_readouts_v1,8.646911369039343e+17,root_864691136903934386,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
269,5,7,6958,6327,928.24,992.16,441.64,V1,6,0.796955,all_model_readouts_v1,8.646911354165592e+17,root_864691135416559290,L4c,L4,True,True,aibs_metamodel_mtypes_v661_v2
270,5,6,7363,6746,1151.44,993.45,449.37,V1,6,0.870523,all_model_readouts_v1,8.64691135398881e+17,root_864691135398881057,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
271,6,4,3471,3190,623.53,589.7,277.96,V1,3,0.551776,all_model_readouts_v1,,,,unassigned,False,False,
272,4,7,3283,2858,1018.58,132.0,237.74,AL,4,0.664582,all_model_readouts_v1,8.646911352132412e+17,root_864691135213241216,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
273,5,6,5541,5083,894.02,148.72,306.8,AL,4,0.573403,all_model_readouts_v1,8.646911358766867e+17,root_864691135876686675,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
274,6,4,7427,6879,871.76,210.76,409.57,AL,6,0.701828,all_model_readouts_v1,8.646911355452972e+17,root_864691135545297192,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
275,5,6,2711,2480,776.89,112.71,312.31,AL,3,0.612209,all_model_readouts_v1,,,,unassigned,False,False,
276,6,4,5195,4791,831.71,334.85,273.95,LM,4,0.748493,all_model_readouts_v1,8.646911355718062e+17,root_864691135571806189,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
277,7,5,6730,6072,838.3,314.08,367.08,LM,6,0.604972,all_model_readouts_v1,8.646911359986893e+17,root_864691135998689226,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
278,4,7,7748,6903,808.66,386.24,506.23,LM,8,0.688261,all_model_readouts_v1,8.646911369253536e+17,root_864691136925353546,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
279,4,7,7622,6784,302.55,314.02,515.38,LM,7,0.527173,all_model_readouts_v1,,,,unassigned,False,False,
280,4,7,2780,2411,1066.77,442.57,237.86,RL,4,0.651105,all_model_readouts_v1,8.646911355024623e+17,root_864691135502462389,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
281,5,6,4912,4511,1089.64,274.52,305.9,RL,4,0.880926,all_model_readouts_v1,8.646911357625644e+17,root_864691135762564406,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
282,5,6,7212,6611,873.17,386.0,445.26,RL,6,0.518279,all_model_readouts_v1,8.64691135118548e+17,root_864691135118547933,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
283,6,4,1239,1136,1120.84,342.28,135.04,RL,2,,all_model_readouts_v1,,,,unassigned,False,False,
284,9,6,2379,2217,1037.02,957.99,204.45,V1,2,0.253742,all_model_readouts_v1,8.64691136110073e+17,root_864691136110073016,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
285,6,7,6230,5662,1099.89,548.5,394.53,V1,6,0.566461,all_model_readouts_v1,8.646911355281903e+17,root_864691135528190299,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
286,6,2,6972,6451,1257.02,943.73,427.32,V1,6,0.547796,all_model_readouts_v1,8.646911354734029e+17,root_864691135473402930,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
287,9,4,1332,1253,290.01,1025.41,172.65,V1,1,0.739358,all_model_readouts_v1,,,,unassigned,False,False,
288,5,6,2341,2152,855.09,96.58,169.33,AL,2,0.839191,all_model_readouts_v1,8.646911360402527e+17,root_864691136040252670,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
289,9,3,5739,5305,857.98,206.92,327.93,AL,4,0.312346,all_model_readouts_v1,8.646911349473958e+17,root_864691134947395836,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
